pkg_name,name,version,line_count,package_count,created_at
mhx,f4ah6o/mhx,0.1.1,3923,7,2026-01-29T03:35:44.993569
mhx-spec,f4ah6o/mhx-spec,0.1.1,2288,6,2026-02-07T03:47:01.361079
moonchat,f4ah6o/moonchat,0.2.0,1764,5,2026-01-16T01:13:24.687010
papyr,f4ah6o/papyr,0.1.0,7191,9,2026-05-27T11:34:15.981423
simple-webauthn,f4ah6o/simple-webauthn,0.1.0,5885,7,2026-02-01T05:41:25.075702
sse,f4ah6o/sse,0.3.0,895,3,2026-02-16T08:22:48.853342
tmpx,f4ah6o/tmpx,0.4.0,1879,2,2026-02-02T07:00:06.017585
uuidm,f4ah6o/uuidm,0.2.0,3810,1,2026-01-19T02:52:10.212926
moon-release,dijdzv/moon-release,0.3.2,15479,11,2026-02-14T14:18:36.086933
websys,dijdzv/websys,0.3.0,230037,1,2026-02-15T15:57:21.006573
peeler,elzup/peeler,0.1.2,1162,2,2026-06-23T07:14:05.261559
ibmoonc,emptist/ibmoonc,0.1.0,4970,2,2026-01-06T07:07:34.584480
ibmoonjs,emptist/ibmoonjs,0.2.7,4865,1,2026-01-07T00:25:03.228210
ibmoonwa,emptist/ibmoonwa,0.1.0,5019,2,2026-01-06T07:06:39.191947
encoding_sjis,horideicom/encoding_sjis,0.1.1,7475,2,2026-02-06T04:21:03.536420
jww_parser,horideicom/jww_parser,0.202602.0,2497,3,2026-02-06T04:23:10.812938
example,liuxinbo1984/example,0.1.8,94,2,2026-01-11T16:39:12.924045
srt,angela/srt,0.1.1,1062,3,2026-03-04T09:37:46.864876
vcf,angela/vcf,0.0.5,343,2,2026-01-12T08:13:02.878345
2048,sennenki/2048,0.1.0,1340,1,2026-03-23T09:32:34.560199
abort_hook,sennenki/abort_hook,0.1.0,53,2,2026-02-26T11:01:08.517609
clipboard,sennenki/clipboard,0.1.1,383,1,2026-04-14T01:53:08.851751
console,sennenki/console,0.1.3,3757,5,2026-03-25T13:30:38.264405
ignore,sennenki/ignore,0.1.0,1439,1,2026-03-16T15:19:28.660991
immutable,sennenki/immutable,0.1.4,4658,9,2026-04-14T02:37:24.831220
js,sennenki/js,0.1.2,1546,1,2026-02-05T07:16:25.553722
js-ffi,sennenki/js-ffi,0.4.2,1328,1,2026-04-15T01:23:26.358863
lens,sennenki/lens,0.1.1,749,1,2026-02-02T09:32:43.977744
lz_string,sennenki/lz_string,0.1.0,1049,1,2026-03-09T14:17:18.375685
mbtify,sennenki/mbtify,0.1.2,209,2,2026-04-14T02:04:35.162245
mbt_prompt_services,sennenki/mbt_prompt_services,0.1.2,349,1,2026-03-27T14:34:48.397309
pkgparser,sennenki/pkgparser,0.1.0,1327,1,2026-04-28T02:40:28.586643
pretty_prompt,sennenki/pretty_prompt,0.1.2,6643,6,2026-04-14T02:12:56.229723
pretty_prompt_demo,sennenki/pretty_prompt_demo,0.1.3,70,1,2026-03-27T13:17:33.211003
process,sennenki/process,0.1.0,708,1,2026-01-31T11:49:03.258844
rabbitify,sennenki/rabbitify,0.1.0,2157,2,2026-04-26T16:01:08.537047
reisen,sennenki/reisen,0.3.2,30662,27,2026-04-23T04:22:39.539682
sexp,sennenki/sexp,0.1.1,1833,1,2026-04-14T03:20:16.462700
slugify,sennenki/slugify,0.1.0,806,1,2026-03-10T03:01:37.450391
tsparser,sennenki/tsparser,0.1.2,13828,1,2026-02-10T09:15:00.800080
ytyj,sennenki/ytyj,0.1.1,334,5,2026-04-14T02:08:15.531192
shadow,zen314/shadow,0.1.0,529,2,2026-01-20T16:09:07.484559
httprouter,paveg/httprouter,0.2.0,1937,2,2026-01-18T13:43:17.106336
molt,paveg/molt,0.1.8,5072,11,2026-04-10T15:54:01.530323
ulid,paveg/ulid,0.1.0,962,1,2026-01-19T08:16:22.381613
channel,bnyu2/channel,0.1.1,967,2,2026-01-24T15:39:12.471080
mongodb,allain/mongodb,0.1.1,9540,3,2026-01-29T18:30:06.080944
lunaboy,sacckey/lunaboy,0.1.2,4639,3,2026-02-23T11:49:40.159722
moon8bit,sacckey/moon8bit,0.1.0,3115,7,2026-04-03T18:39:56.309983
sha256,shu-kitamura/sha256,0.1.1,263,1,2026-01-29T14:58:19.304011
mbtgraph,morning-start/mbtgraph,0.1.3,36647,25,2026-07-08T14:09:43.444694
isobmff,trkbt10/isobmff,0.1.0,1655,5,2026-03-26T03:38:56.820664
jpeg2000,trkbt10/jpeg2000,0.2.0,36963,25,2026-03-17T12:06:45.363123
llm_interop,trkbt10/llm_interop,0.3.0,26468,17,2026-03-22T05:15:29.197470
micado_mbt,trkbt10/micado_mbt,0.6.1,8453,21,2026-02-22T14:38:38.842084
osenv,trkbt10/osenv,0.1.0,1792,6,2026-03-21T05:54:11.754450
subprocess,trkbt10/subprocess,0.2.0,1882,6,2026-03-16T09:17:59.320523
vcdb,trkbt10/vcdb,0.3.0,34280,25,2026-04-09T08:31:59.519617
hello,tekihei2317/hello,0.0.3,55,2,2026-02-06T05:21:42.980904
mknip,nysopua/mknip,0.1.0,1466,2,2026-02-06T15:39:10.069915
moonbitap,fuwasegu/moonbitap,0.1.0,333,1,2026-02-06T16:55:34.128453
cucumber-expressions,moonrockz/cucumber-expressions,0.3.2,3208,1,2026-02-24T04:57:11.530033
cucumber-messages,moonrockz/cucumber-messages,0.2.0,3958,1,2026-02-22T14:12:59.013201
directories,moonrockz/directories,0.1.0,743,1,2026-02-24T20:16:43.645305
expect,moonrockz/expect,0.1.0,394,1,2026-02-25T10:40:07.157992
gherkin,moonrockz/gherkin,0.3.0,11821,9,2026-02-08T00:18:04.482170
mediator,moonrockz/mediator,0.1.0,951,6,2026-02-24T04:23:16.049103
moonspec,moonrockz/moonspec,0.5.0,28202,14,2026-02-25T10:51:01.900964
grpc,naokikawamoto16/grpc,0.1.0,3792,5,2026-02-15T06:18:35.017610
turn,naokikawamoto16/turn,0.1.0,799,1,2026-02-10T08:30:02.233006
romaji_typing,typinglabs/romaji_typing,0.0.3,1958,3,2026-02-26T13:45:44.437919
bezier-easing,cg-zhou/bezier-easing,0.3.3,288,2,2026-04-01T07:46:46.023583
bezier_easing,cg-zhou/bezier_easing,0.4.0,367,2,2026-04-01T07:36:27.087741
drawille,cg-zhou/drawille,0.1.2,583,2,2026-05-08T02:10:39.562438
moon_lottie,cg-zhou/moon_lottie,0.3.0,19265,7,2026-05-08T02:08:08.912573
geo-mbt,totto2727/geo-mbt,0.1.0,24431,4,2026-05-11T13:23:09.751683
sfo,jtenner/sfo,0.1.1,13087,1,2026-02-17T20:48:33.625955
telnet,jtenner/telnet,0.1.3,29427,6,2026-05-26T00:54:14.550448
sql,ash1day/sql,0.1.0,6085,4,2026-02-20T06:19:32.577685
flow-like-wasm-sdk,felix-schultz/flow-like-wasm-sdk,0.1.0,1659,1,2026-02-20T12:02:10.299211
lepusa,vectie/lepusa,0.1.0,76521,37,2026-06-28T07:47:59.064504
moonbook,vectie/moonbook,0.1.0,15689,12,2026-04-13T13:56:27.683104
moonclaw,vectie/moonclaw,0.1.2,254457,113,2026-04-13T13:56:18.768418
moonlib,vectie/moonlib,0.1.13,5692,12,2026-07-12T04:45:25.222075
moonzip,ivgtr/moonzip,0.2.4,12712,13,2026-02-27T09:48:41.298945
jse,MarchLiu/jse,0.2.4,2227,2,2026-04-30T03:20:45.613687
grapheme,kawaz/grapheme,0.10.4,657,1,2026-06-26T14:16:31.434934
timespec,kawaz/timespec,0.2.4,5988,1,2026-06-28T13:53:24.224930
unicodegrapheme,kawaz/unicodegrapheme,0.9.0,33,1,2026-03-20T05:44:03.736470
golem_sdk,golemcloud/golem_sdk,0.5.2,122220,56,2026-05-19T18:47:01.456449
golem_sdk_tools,golemcloud/golem_sdk_tools,0.5.2,10450,2,2026-05-19T18:47:03.259480
lampo,lampclaw/lampo,0.1.0,26989,28,2026-07-10T01:22:18.866169
jira_cli_mbt,Showichiro/jira_cli_mbt,0.1.0,8392,7,2026-03-13T16:06:12.599459
moon_openapi_cli,Showichiro/moon_openapi_cli,0.1.5,7360,15,2026-04-22T15:58:42.332188
chokidar,i5ting/chokidar,0.1.0,3902,2,2026-05-18T15:41:16.292149
glob-watcher,i5ting/glob-watcher,0.1.0,1896,3,2026-05-19T05:39:09.583857
gulp,i5ting/gulp,0.1.0,42168,19,2026-05-20T03:21:30.743987
readdirp,i5ting/readdirp,0.1.3,1515,2,2026-05-17T14:30:25.690645
cube_render,yuntian/cube_render,0.0.3,3570,11,2026-03-19T01:39:06.900110
jqx,shina1024/jqx,0.3.0,21263,11,2026-07-01T14:14:28.561297
moontrace,brickfrog/moontrace,0.13.0,13714,10,2026-06-01T16:42:28.319731
pippa,brickfrog/pippa,0.1.0,39179,35,2026-06-04T18:41:41.623980
tempo,brickfrog/tempo,0.8.0,7200,3,2026-06-02T17:04:50.764165
astrobit,SouichiroTsujimoto/astrobit,0.1.6,1016,4,2026-03-25T09:57:33.650176
tour,beso1225/tour,0.1.0,91,2,2026-03-26T13:40:48.020818
anthropic-sdk-moonbit,grandEarshot/anthropic-sdk-moonbit,0.1.0,2926,1,2026-03-27T06:41:52.668118
moon_switch,grandEarshot/moon_switch,0.1.2,2137,2,2026-04-10T13:23:17.409917
tui,grandEarshot/tui,0.1.0,5045,7,2026-04-14T10:09:53.835572
mdclip,ushironoko/mdclip,0.4.0,1553,4,2026-03-30T07:15:06.733267
nash-mbt,ushironoko/nash-mbt,0.1.1,2006,3,2026-05-08T03:04:49.950078
vapor_moon,ubugeeei/vapor_moon,0.1.1,16211,15,2026-05-18T05:32:35.022105
meow,xrr2016/meow,0.12.0,103,2,2026-04-04T20:50:44.043538
rmdir,xrr2016/rmdir,0.5.0,86,2,2026-04-04T21:04:08.698141
tui,xrr2016/tui,0.1.0,518,2,2026-04-04T15:14:59.425822
tui-ansi,xrr2016/tui-ansi,0.1.2,313,1,2026-04-06T16:20:41.472463
Halo,wflixu/Halo,0.6.0,4853,7,2026-05-01T03:46:15.681292
Orion,wflixu/Orion,0.2.0,7579,10,2026-04-21T14:44:18.293778
lepus,lepus-apps/lepus,0.1.8,19938,77,2026-06-18T15:35:35.375316
webview,lepus-apps/webview,0.1.15,3114,3,2026-06-18T15:33:00.863571
hcl,lenitain/hcl,0.1.3,27479,3,2026-04-27T10:58:58.230535
kdl,lenitain/kdl,0.1.1,11139,6,2026-04-30T11:14:27.597899
magpiedb,codeworm96/magpiedb,0.2.0,13018,7,2026-04-20T06:57:07.939677
hello,cogna-dev/hello,0.1.0,1109,2,2026-04-16T11:36:33.386830
mapi,cogna-dev/mapi,0.1.1,2664,6,2026-04-17T04:32:55.935174
mcp-sdk,cogna-dev/mcp-sdk,0.1.0,2657,3,2026-04-16T11:50:40.986693
parkit,cogna-dev/parkit,0.1.1,1750,3,2026-04-16T09:32:06.437368
sbom,cogna-dev/sbom,0.1.1,4747,13,2026-04-19T11:28:05.700383
x,cogna-dev/x,0.1.2,2733,4,2026-04-17T04:38:53.471089
pi-moonbit,eanzhao/pi-moonbit,0.1.5,34323,9,2026-04-18T18:22:49.645570
vibe-map,eanzhao/vibe-map,0.7.2,11664,3,2026-06-03T08:45:13.723849
moonbash,Haoxincode/moonbash,0.1.0,45029,10,2026-04-18T09:44:17.228016
loci,zploc/loci,0.1.0,31491,20,2026-04-28T12:34:55.124255
BitLogger,Nanaloveyuki/BitLogger,0.7.0,19774,22,2026-07-07T12:09:33.228351
feed_gen,tkancf/feed_gen,0.3.0,4890,2,2026-07-02T13:19:02.781960
moonbit_version_cli,0xA672/moonbit_version_cli,0.10.0,388,2,2026-05-26T05:34:08.695549
moonver,0xA672/moonver,0.1.0,212,2,2026-05-25T22:46:54.875067
moonwasm_probe,0xA672/moonwasm_probe,0.10.0,313,2,2026-05-26T05:33:49.546461
mwp,0xA672/mwp,0.1.0,241,2,2026-05-26T04:55:36.703923
strip,0xA672/strip,0.1.2,2191,2,2026-05-18T14:50:39.667056
moonbit_claude_proxy,1123Javayanglei/moonbit_claude_proxy,0.1.0,2889,2,2026-05-17T10:07:15.491002
email,nexacodes/email,0.1.0,6040,6,2026-05-18T14:59:27.785199
moontask,nexacodes/moontask,0.1.2,6493,10,2026-05-17T14:28:59.555331
moonbit_sqlc_plugin,Mairzzcllo/moonbit_sqlc_plugin,0.1.9,24370,3,2026-07-07T12:38:11.792289
miniaudio,CorvusCinereus/miniaudio,0.4.0,138,2,2026-05-25T08:22:28.729283
starlark,connect0459/starlark,0.4.1,68693,33,2026-07-12T07:37:17.928014
urllib,connect0459/urllib,0.4.2,24429,6,2026-06-10T02:02:40.998709
clipboard,mst-mkt/clipboard,0.1.1,1446,1,2026-05-24T19:43:53.652236
moon-pptx,t-ujiie-g/moon-pptx,0.7.0,64898,16,2026-07-12T00:12:28.358644
skir-client,gepheum/skir-client,0.1.1,4536,1,2026-05-26T22:37:39.385583
skir-client-async,gepheum/skir-client-async,0.1.1,42256,50,2026-05-26T23:47:49.635738
MoonFrame,ihb2032/MoonFrame,0.5.8,37836,16,2026-07-10T07:31:41.023882
mold,robinfang/mold,0.3.0,3781,11,2026-06-12T05:49:04.397170
postgresx,kaashyapan/postgresx,0.1.0,1096,1,2026-06-13T09:30:50.016438
uri,kaashyapan/uri,0.1.2,3473,1,2026-06-14T09:28:58.166499
tqdmoon,GeneWang1226/tqdmoon,0.1.2,1078,2,2026-07-08T06:52:15.232406
moonpost,MaoDingA/moonpost,0.2.1,16868,12,2026-07-07T07:00:16.222092
AgriDroneSwarm,liushiman1222/AgriDroneSwarm,0.2.0,8322,1,2026-07-10T14:56:10.754504
aitne,Arcelyth/aitne,0.4.10,13082,7,2026-07-10T15:04:58.501386
html_escape,Arcelyth/html_escape,0.3.3,3021,2,2026-06-19T14:56:11.575520
cog_complex,pocket7878/cog_complex,0.1.0,1552,2,2026-06-19T04:31:22.603819
clap,DzmingLi/clap,0.2.8,2729,1,2026-07-01T08:44:12.054819
decimal,DzmingLi/decimal,0.2.2,6083,1,2026-06-04T10:14:18.253216
rapidhash,DzmingLi/rapidhash,0.1.4,427,1,2026-06-30T14:18:59.287949
depsight,Tino-hue/depsight,0.5.3,11643,9,2026-07-10T05:00:07.740318
base64,kujirahand/base64,0.1.1,239,2,2026-06-03T07:33:26.035245
crc32,kujirahand/crc32,0.1.1,229,2,2026-06-03T07:39:28.846489
moon_zod,Betterlol/moon_zod,0.8.2,14725,18,2026-07-12T15:05:34.629236
moonbitqrcode,PaiGack/moonbitqrcode,0.1.0,2026,5,2026-06-07T10:39:13.281259
ssh_client,PaiGack/ssh_client,0.4.0,37164,18,2026-07-07T15:15:26.391649
promptx,wangmingfa/promptx,0.1.4,583,4,2026-07-12T14:55:27.213340
zipx,wangmingfa/zipx,0.1.3,1840,3,2026-07-05T14:29:03.734526
yuegui,Anxiu0101/yuegui,0.1.3,3226,8,2026-06-11T16:20:46.078913
better-edit-tools-mcp,conglinyizhi/better-edit-tools-mcp,0.1.0,9720,13,2026-06-29T13:17:14.898545
moon-embed,conglinyizhi/moon-embed,0.1.2,356,2,2026-06-09T14:57:37.441372
aho-corasick,helios-house/aho-corasick,0.4.0,780,1,2026-06-14T00:26:44.913016
valence,helios-house/valence,0.2.1,2419,1,2026-07-06T00:46:12.719692
moonbit-pathfinding,Suquster/moonbit-pathfinding,0.0.5,155337,73,2026-07-07T15:59:29.506924
mb-secure-stream,ChenJiasen-123/mb-secure-stream,0.1.3,8512,10,2026-07-11T13:11:54.230114
nestedtext,OrisGo/nestedtext,0.1.1,6924,2,2026-07-11T15:24:08.597158
examine,NiHao124538/examine,0.1.0,110,2,2026-06-13T08:44:18.445445
indexmap,aurasuisui/indexmap,0.3.2,5949,4,2026-07-12T14:23:41.506279
mooncharts,Xpeng/mooncharts,0.8.0,5018,3,2026-07-07T15:27:23.230092
lockwire,mokomoking2501/lockwire,0.1.0,75444,58,2026-07-12T14:56:20.152730
MoonECAT,mokomoking2501/MoonECAT,0.2.0,79305,23,2026-07-12T15:04:44.367925
MoonEvidence,starlittle/MoonEvidence,0.5.1,15148,14,2026-07-11T20:47:42.840485
agent-o11y-demo,cybershang/agent-o11y-demo,0.1.1,2527,2,2026-07-08T03:24:31.826897
agent-telemetry,cybershang/agent-telemetry,0.1.6,2371,1,2026-07-02T12:55:23.679059
hex_editor,R00TK17/hex_editor,0.1.2,11406,3,2026-07-07T15:18:51.007401
jsonpath,caassien/jsonpath,0.1.0,436,3,2026-06-30T14:44:42.575148
moonbio,caassien/moonbio,0.1.1,1246,6,2026-07-11T03:06:15.621054
abyssal_chord,sssssurf/abyssal_chord,0.1.0,5503,2,2026-06-22T07:55:06.537295
moonbit_promptkit,co63oc/moonbit_promptkit,0.1.3,13278,71,2026-07-09T06:02:34.805804
moonlimit,RunnerQuan/moonlimit,0.1.1,5632,2,2026-07-08T04:49:44.774601
moonjsonpath,Freesia666/moonjsonpath,0.1.1,7747,2,2026-07-09T14:46:29.047633
moonbit-CryptoAssert,Kali-Leo/moonbit-CryptoAssert,0.1.0,3763,3,2026-07-11T18:51:23.049744
image,shunge/image,0.1.4,71347,1,2026-07-10T14:11:24.143901
mjwt,RabitLogic/mjwt,0.1.0,2821,2,2026-06-26T14:25:08.392899
rope,Teddy-Yangjiale/rope,0.1.0,1189,2,2026-06-26T16:56:04.134649
moonflowgraph,AlexenderSokolov/moonflowgraph,0.2.0,3239,4,2026-07-10T12:06:24.790502
moonchart,JunJunTnT/moonchart,0.1.1,3711,8,2026-07-07T05:11:03.159913
moon-csv-lite,clhhhhh/moon-csv-lite,0.1.0,9897,8,2026-07-01T01:48:54.851672
moondockit,Estrella-11/moondockit,0.1.0,3563,3,2026-07-02T11:31:35.305056
millow,megemini/millow,0.3.1,8133,6,2026-07-11T03:45:38.863062
frontierlab,shop1111/frontierlab,0.6.0,7643,9,2026-07-12T05:25:48.444949
moon_toolkit,OldPigxjk/moon_toolkit,0.1.2,6343,8,2026-07-06T15:00:40.589397
moondepsolve,python123/moondepsolve,0.3.1,2504,3,2026-07-07T17:39:37.106881
moontrustflow,llgllg/moontrustflow,0.1.0,807,2,2026-07-05T03:28:11.847583
moon-collections,Hhsqoo/moon-collections,0.1.0,1303,4,2026-07-05T04:58:51.644307
MoonParse,Ljh684/MoonParse,0.1.3,2881,2,2026-07-06T10:18:42.824051
moonmarkdown,oilleelssq-wq/moonmarkdown,0.1.2,4312,9,2026-07-07T14:34:45.728347
MoonChartSVG,Mitsuha11zz/MoonChartSVG,0.1.5,5332,2,2026-07-10T11:44:57.643900
MoonLogTrace,CCllff-jpg/MoonLogTrace,0.1.1,2347,2,2026-07-05T15:14:50.364228
mooncollections,Zongzuixi114514/mooncollections,0.1.4,4660,13,2026-07-10T12:07:51.928225
stencil,LL124-Arch/stencil,0.1.1,1057,2,2026-07-11T07:46:14.865194
moongraph,wedarp/moongraph,0.1.0,978,1,2026-07-05T13:30:32.108925
moonmodguard,Noverberrain/moonmodguard,0.1.1,1537,2,2026-07-11T04:50:49.419346
moonproto,Duan-lang-dev/moonproto,0.1.0,2301,2,2026-07-05T13:46:12.799977
moonorbit,didiLjf/moonorbit,0.1.0,353,2,2026-07-05T13:48:35.345551
moontemplate,jshsj124/moontemplate,0.1.0,655,6,2026-07-05T13:52:57.643796
moonpathfinding,hzc-666-ai/moonpathfinding,0.1.1,2340,7,2026-07-05T15:07:26.400633
moonmark,zmjknn/moonmark,0.1.0,746,4,2026-07-05T14:11:40.420726
moon-fsm,Rz-coder8848/moon-fsm,0.1.1,1036,6,2026-07-10T04:08:35.555377
cbor,2515050242/cbor,0.1.1,777,2,2026-07-10T17:19:55.912935
moon_bencode,2515050243qyf/moon_bencode,0.1.1,888,3,2026-07-12T14:21:14.869003
moontemplate,Project2026-creator/moontemplate,0.2.0,3117,4,2026-07-05T14:53:58.927349
cron_mbt,cxh04/cron_mbt,0.2.0,1052,2,2026-07-11T13:07:23.930503
moonfeaturegate,wccerty/moonfeaturegate,0.1.1,1165,2,2026-07-11T16:17:55.411673
MoonSpectrum,chgttyyr/MoonSpectrum,0.1.0,849,2,2026-07-05T15:49:59.086880
moonflagkit,q0w1ertyuiop/moonflagkit,0.2.0,1543,2,2026-07-12T13:38:54.030107
moonleasekit,dxh8888/moonleasekit,0.1.0,2126,3,2026-07-05T16:12:22.386004
moonseal,LL728/moonseal,0.1.1,1537,9,2026-07-11T15:48:03.140253
moonjournalkit,Sxy11112/moonjournalkit,0.1.0,1800,3,2026-07-05T17:26:55.513927
moonblox,xz-xuezhe/moonblox,0.2.0,4436,6,2026-07-08T15:44:15.050101
moonblox-cli,xz-xuezhe/moonblox-cli,0.2.0,6037,13,2026-07-08T15:44:44.377942
moonlexkit,Wyh123456559/moonlexkit,0.2.0,1126,3,2026-07-06T12:49:24.601598
moonnavkit,cn-cheems/moonnavkit,0.3.0,2477,3,2026-07-05T19:09:35.252704
moonsignalkit,cn-wn/moonsignalkit,0.2.1,912,3,2026-07-06T12:02:26.082816
moongeokit,cn-xjr/moongeokit,0.2.1,1283,3,2026-07-06T12:38:30.340001
MoonHashKit,cn-ybm/MoonHashKit,0.2.0,1015,3,2026-07-06T01:41:42.499426
moonchartkit,cosettese/moonchartkit,0.2.0,1041,3,2026-07-06T02:10:13.400361
moonquotakit,vivid-oi/moonquotakit,0.2.0,1410,3,2026-07-06T06:34:46.522991
moonshardkit,Dz-6666/moonshardkit,0.2.0,2215,3,2026-07-06T09:00:03.952793
clickhouse-driver,liuhuo23/clickhouse-driver,0.1.1,2429,2,2026-07-07T16:55:03.967071
moonreplaykit,LAOBIAO656/moonreplaykit,0.2.0,2253,3,2026-07-06T10:22:15.269155
moontxnkit,black-duck666/moontxnkit,0.3.0,1812,3,2026-07-06T10:35:15.724615
moonwheelkit,brother-666/moonwheelkit,0.2.1,1652,3,2026-07-06T13:05:19.963994
moonsatkit,yf666888/moonsatkit,0.2.0,1216,3,2026-07-06T12:25:26.995609
moon-ssg,Myytsjj/moon-ssg,0.3.0,2158,3,2026-07-12T15:35:45.043204
moonplot,dgmxjj/moonplot,0.2.0,1270,8,2026-07-12T08:43:18.084572
glob,Lxxbv/glob,0.1.2,1032,2,2026-07-12T11:07:10.960302
moon-actor,Zcxssxx/moon-actor,0.1.0,153,1,2026-07-06T15:53:03.157830
moon-ninja,Zcxssxx/moon-ninja,0.1.1,828,2,2026-07-11T17:05:17.312721
moon-jsonpath,ppyj663/moon-jsonpath,0.2.0,1622,2,2026-07-12T05:49:37.017755
moonpolicykit,jhshuai/moonpolicykit,0.2.0,1295,2,2026-07-06T17:42:02.116624
moonforge,Lyhdsba/moonforge,0.1.1,1775,2,2026-07-12T15:36:57.438642
dotenv,spectacleCase/dotenv,0.1.0,2004,2,2026-07-07T03:12:36.699614
aegisrun,tuya-me/aegisrun,0.9.2,4428,6,2026-07-09T18:34:28.882888
flowgate,tuya-me/flowgate,0.1.0,307,2,2026-07-07T07:34:07.794564
fuse,tuya-me/fuse,0.1.0,324,2,2026-07-07T07:34:10.204699
moonllm,DC-Z-lab/moonllm,0.1.0,6489,7,2026-07-07T07:05:30.067705
msdoc-viewer,XiaoChenxu/msdoc-viewer,0.1.1,14830,2,2026-07-08T02:29:33.512314
petgraph,I3eg1nner/petgraph,0.1.0,6583,7,2026-07-07T16:12:37.498202
moonbench,Han-Wentao/moonbench,0.2.0,5493,3,2026-07-07T17:29:54.175700
moonbit-pixelkit,ttxiangshang/moonbit-pixelkit,0.1.0,835,6,2026-07-07T16:44:45.203387
moon-ray,Kai-Junhan/moon-ray,0.2.3,4025,2,2026-07-08T03:54:15.060262
moon-sketch-kit,cauchyQ/moon-sketch-kit,0.1.0,4447,5,2026-07-08T01:45:31.622371
moon-mustache,bellesz0611/moon-mustache,0.2.0,11292,16,2026-07-11T04:01:49.469012
moon_proto,123123213weqw/moon_proto,0.1.1,5622,2,2026-07-09T23:47:18.354589
moonpress,hua1104/moonpress,0.1.0,1506,2,2026-07-08T03:06:46.777822
tokenizers-moonbit,howtomakeaname/tokenizers-moonbit,0.3.0,48096,11,2026-07-12T15:01:33.837734
moonttl,thy1016/moonttl,0.1.4,23312,5,2026-07-11T06:08:31.181182
moonpath,wzx2007/moonpath,0.31.0,4025,3,2026-07-08T10:33:14.931108
moon_graphql,eisem/moon_graphql,0.1.1,7127,11,2026-07-11T06:07:28.238571
moon_mutest,Magic486/moon_mutest,0.1.7,5866,7,2026-07-12T09:07:43.389559
moonpack,001-Elsa/moonpack,0.1.2,5126,6,2026-07-12T15:21:24.825743
moon-diff,yuzhiblue/moon-diff,0.2.2,4904,3,2026-07-09T06:07:11.062349
moon_collections,wqbcs/moon_collections,0.2.4,9581,15,2026-07-10T02:24:34.511571
raft-moonbit,Lfan-ke/raft-moonbit,0.5.0,26989,10,2026-07-11T10:11:00.664030
template,lin2077-zeming/template,0.1.0,7375,4,2026-07-10T05:34:44.397828
moonbit-csv,sikadi123/moonbit-csv,0.1.1,1954,8,2026-07-10T08:10:34.079533
moonphaserkit,Ridge-Lab/moonphaserkit,0.3.0,5596,3,2026-07-10T13:51:25.000617
MoonBit-memory,Across2005/MoonBit-memory,0.1.1,1657,2,2026-07-12T07:57:53.212826
moonsim,zlhahaha/moonsim,0.3.1,11792,19,2026-07-12T15:26:10.081707
moon-pathplanning,NoEmotionYY/moon-pathplanning,0.1.0,8131,16,2026-07-10T18:07:13.634765
moodtcpcli,aspnmy/moodtcpcli,0.1.0,92,2,2026-07-12T14:43:57.461391
moonitest,aspnmy/moonitest,0.2.1,803,1,2026-07-12T13:05:34.346865
moon_path,Feather119/moon_path,0.1.0,396,2,2026-07-11T03:47:02.678851
moonbit-chart,668xin/moonbit-chart,0.1.0,5379,12,2026-07-11T04:54:25.431578
moonbit-mqtt,zbhzs1/moonbit-mqtt,0.1.0,2092,2,2026-07-11T06:56:38.469478
moonschema,cosgammmmma/moonschema,0.1.1,355,1,2026-07-11T08:29:43.794014
mooncollider,uiwcvb/mooncollider,0.1.0,5565,9,2026-07-11T09:09:48.618248
moon-audit,minie135/moon-audit,0.1.0,4558,2,2026-07-11T11:17:50.126342
der,lindividual/der,0.2.1,510,2,2026-07-11T14:01:20.238266
mooncry,cc06b/mooncry,0.1.1,2753,3,2026-07-12T10:28:00.766985
MoonDocCheck,gywcs101/MoonDocCheck,0.1.0,3661,5,2026-07-11T14:04:51.665097
moon_l10n,Zhouz-z/moon_l10n,0.1.0,793,2,2026-07-11T15:10:16.310704
moon_doctor,sheldonshi115/moon_doctor,0.3.0,5319,7,2026-07-11T18:14:37.366162
moonbitdb,JIA2JIA2/moonbitdb,0.1.0,11518,6,2026-07-11T18:55:15.820249
moonbit-log,leppard/moonbit-log,0.1.0,5248,2,2026-07-11T19:01:23.709809
bio_seq,IvanAXu/bio_seq,0.1.0,10001,6,2026-07-11T19:39:03.471290
BioSeqs,IvanAXu/BioSeqs,0.1.4,11665,14,2026-07-12T04:15:07.372146
moon_sfv,serene-WJ/moon_sfv,0.1.0,1063,2,2026-07-12T04:51:56.471201
moongrad,lyjttio/moongrad,0.1.0,1407,2,2026-07-12T07:21:12.533241
pixelate,PixelPoet/pixelate,0.1.3,5867,1,2026-07-12T07:48:29.302347
moonguard,918154429/moonguard,0.2.0,9047,2,2026-07-12T07:52:31.521920
moonmacro,faaaaaa3/moonmacro,0.1.2,2442,4,2026-07-12T13:40:05.746753
moonfocus,zkazure/moonfocus,0.1.1,4684,7,2026-07-12T08:44:39.227211
moonkv,wallll-wal6/moonkv,0.1.0,2315,2,2026-07-12T10:24:30.104091
moonbin,hourizon/moonbin,0.1.0,1096,2,2026-07-12T10:08:15.999965
moon-tensor,Ankaluoer/moon-tensor,0.1.0,659,2,2026-07-12T12:48:50.360177
moonbench,sa2360/moonbench,0.2.0,939,2,2026-07-12T15:33:49.897402
